SMILES,Title,Actividad,IC50
COCCCOc1cccc(c1)[C@H]1NC(=S)Nc2c1oc1ncccc21,BD-1438,1,45
Cc1nc(C)n2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-1439,1,45
Fc1ccc(cc1)S(=O)(=O)C1CCCC1C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1441,1,45.5
Fc1ccc(cc1)S(=O)(=O)C1CCCC1C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1442,1,45.5
Cn1cnc2c(nn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c2c1=O)C#N,BD-1443,1,45.7
Cn1cnc2cnn(Cc3nn([C@H]4C[C@@H](C4)c4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-1444,1,45.7
FC(F)(F)c1ccc(nc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)ccn1,BD-1445,1,46
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)C1=CCC(CC1)C(F)(F)F,BD-1446,1,46
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)c(F)c1)C(=O)NCc1cc(ncn1)-c1ccc(cc1)C(F)(F)F,BD-1447,1,46
CC(C)n1c(=O)c(CNC(=O)[C@@H]2CC(F)(F)CN2S(=O)(=O)c2cc3cc(F)ccc3o2)cn(-c2ccc(cc2)C(F)(F)F)c1=O,BD-1448,1,46
Cc1c(N)nn2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c(=O)c12,BD-1449,1,46
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(cc3)C3CC3)c(=O)c12,BD-1450,1,46
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4Oc5c(cccc5Cl)[C@H]34)c(=O)c12,BD-1451,1,46
Clc1ccnc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2ncc3ncccc3c2=O)n1,BD-1452,1,46
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3cccc(c3)-c3cnco3)c(=O)c12,BD-1453,1,46.1
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(cc3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-1454,1,46.27
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(c3)-c3cccnc3)c(=O)c12,BD-1455,1,46.3
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(cc3)C(F)(F)F)c(=O)c12,BD-1456,1,46.4
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(cc3)C3CCCCC3)c2c(=O)n(C)c1=O,BD-1457,1,46.74
Fc1ccc(cc1)S(=O)(=O)[C@H]1CC[C@H]1NC(=O)Cc1cn(nc1C1CC1)-c1cnc(nc1)C(F)(F)F,BD-1458,1,46.9
Fc1ccc(cc1)S(=O)(=O)[C@H]1CC[C@H]1NC(=O)Cc1cn(nc1C1CC1)-c1cnc(nc1)C(F)(F)F,BD-1459,1,46.9
Clc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2cnc3NC(=O)CCc3c2=O)n1,BD-1460,1,47
Oc1ccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cc1-c1ncc(cn1)C(F)(F)F,BD-1461,1,47
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCC[C@H]1C(=O)NCc1ccc(cc1)-c1ccccc1,BD-1462,1,47
COc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(c1)-c1ccc(nc1)C(F)(F)F,BD-1463,1,47
Cc1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(n1)-c1cnc(nc1)C(F)(F)F,BD-1464,1,47
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCC[C@H]1C(=O)NCc1cccc(n1)-c1ccc(cc1)C(F)(F)F,BD-1465,1,47
OCCOc1cccc(c1)C1NC(=S)N=C2C1C(=O)c1ccccc21,BD-1466,1,47
Cn1ncc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-1467,1,47
CC1(CCCC1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1468,1,47.1
CC1(CCCC1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1469,1,47.1
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3cccc(c3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-1470,1,47.37
CN1C=NC2N=CN(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3cc(F)c(Cl)c(F)c3)C(=O)C12,BD-1471,1,47.4
C[C@@H](C(=O)Nc1cccc(n1)-c1cnc(nc1)C(F)(F)F)n1cnc2n(C)c(=O)n(CC(=O)NC(C)=O)c(=O)c12,BD-1472,1,47.6
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3cccc(OC(F)(F)F)c3)c2c(=O)n(C)c1=O,BD-1473,1,47.91
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(cc(c1)-c1ccc(nc1)C(F)(F)F)C#N,BD-1474,1,48
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4cc(F)cc(F)c4)no3)c(=O)c12)C(N)=O,BD-1475,1,48
COc1nc(ccc1-c1cc(F)cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)c1)C(F)(F)F,BD-1476,1,48
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccc4ccncc4c3)c(=O)c12,BD-1477,1,48
CC(CCOC(=O)Cc1ccc(Cl)cc1)CCC=C(C)C,BD-1478,1,48
Fc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,BD-1479,1,48
COc1ccc(cc1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3ncn(C)c3c2=O)n1,BD-1480,1,48
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)c(F)c4)no3)c(=O)c12)C(N)=O,BD-1481,1,48
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4cc(F)cc(F)c4)no3)c(=O)c12)C(N)=O,BD-1482,1,48
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccccc3F)c(=O)c12,BD-1483,1,48.1
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(Cl)c(c3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-1484,1,48.18
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(F)cc3F)c2c(=O)n(C)c1=O,BD-1485,1,48.21
F[C@@H](Cn1nc(Cn2cnc3ncccc3c2=O)oc1=O)c1ccc(Cl)cc1,BD-1486,1,48.5
Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cccc(F)c5o4)n3)c(=O)c2c1C(N)=O,BD-1487,1,49
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(cc(F)n1)-c1ccc(nc1)C(F)(F)F,BD-1488,1,49
C[C@@H](C(=O)Nc1cncc(n1)-c1ccc(nc1)C(F)(F)F)n1cnc2n(C)c(=O)n(CC(C)=O)c(=O)c12,BD-1489,1,49
Fc1ccc(Nc2n[nH]c3cc(Cl)ccc23)cc1F,BD-1490,1,49
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(SC(F)(F)F)cc1,BD-1491,1,49
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(cc1)C#N)C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1492,1,49
Cc1cnnc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-1493,1,49
Cc1cc(nc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12)C#N,BD-1494,1,49
Clc1cccc(c1)[C@H]1C[C@@H](C1)c1noc(Cn2cnc3ncccc3c2=O)n1,BD-1495,1,49
Cn1nncc1C(=O)NCc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1,BD-1496,1,49
CC(C)n1cc(cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)c1=O)-c1ccc(cc1)C(F)(F)F,BD-1497,1,49
Cc1cc(Cn2c(=O)n(C)c3ncn(CC(=O)Nc4cccc(n4)-c4cnc(c(C)c4)C(F)(F)F)c3c2=O)on1,BD-1498,1,49
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3cccc(c3)C(F)F)c(=O)c12,BD-1499,1,49.5
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4Oc5c(cccc5Cl)[C@H]34)c(=O)c12,BD-1500,1,49.9
Cn1c2ccn(CC(=O)Nc3nc(cs3)-c3ccc(c(F)c3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-1501,1,49.92
FC(F)Oc1ccc(cc1)[C@@H](F)Cn1nc(Cn2cnc3ncccc3c2=O)oc1=O,BD-1502,1,50
Cc1ncn2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12,BD-1503,1,50
FC(F)Oc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,BD-1504,1,50
CCc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,BD-1505,1,50
COCCCOc1cccc(c1)[C@H]1NC(=S)N=C2C1C(=O)c1ccccc21,BD-1506,1,50
Cn1c2c(ccc1=O)ncn(Cc1nc(no1)[C@@H]1[C@H]3CN(C[C@@H]13)c1cc(Cl)ccn1)c2=O,BD-1507,1,50
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(c3)-n3cccn3)c(=O)c12,BD-1508,1,50.1
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(OC(F)F)cc3)c(=O)c12,BD-1509,1,50.4
Cn1c2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c2c(=O)n(C)c1=O,BD-1510,1,50.8
Cc1ccnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12,BD-1511,1,50.8
Fc1ccc2oc(cc2c1)S(=O)(=O)N1C[C@@H](C[C@H]1C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F)c1ccccc1,BD-1512,1,51
CNC(=O)c1ccc(cn1)-c1cccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)c1,BD-1513,1,51
C[C@]1(CCCN1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-1514,1,51
Clc1ccc(SC(NC(=O)c2ccc(Br)cc2)C(Cl)(Cl)Cl)cc1,BD-1515,1,51
Cn1c2ncn(CC(=O)Nc3csc(n3)-c3cnc(nc3)C(F)(F)F)c2c(=O)n(Cc2ccccn2)c1=O,BD-1516,1,51
Clc1ccnc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2ncc3ncccc3c2=O)n1,BD-1517,1,51.1
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3ccc(OC(F)F)cc3)c(=O)c12,BD-1518,1,51.3
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(cc3)C(C)(C)C)c2c(=O)n(C)c1=O,BD-1519,1,51.68
C[C@H]1Oc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)cc4)n3)c(=O)c2N(C)C1=O,BD-1520,1,52
OC(Cc1noc(Cn2cnc3ncccc3c2=O)n1)c1ccc(Cl)cc1,BD-1521,1,52
FC(F)(F)c1ccc(nc1)-c1cncc(CNC(=O)C2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1,BD-1522,1,52
COCCOc1nc(ccc1-c1cc(F)cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)c1)C(F)(F)F,BD-1523,1,52
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)nc(c1)-c1ccc(nc1)C(F)(F)F,BD-1524,1,52
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(N2CCC(CC2)C(F)(F)F)c(cn1)C(F)(F)F,BD-1525,1,52
Cn1ncc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c12,BD-1526,1,52
CNC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(F)cc4)no3)c(=O)c2c1C,BD-1527,1,52
OC(Cc1noc(Cn2cnc3ncccc3c2=O)n1)c1ccc(Cl)cc1,BD-1528,1,52
Clc1ccnc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3ncccc3c2=O)n1,BD-1529,1,52
FC1CC2CC1C(N2S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-1530,1,52
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(cc3)C#N)c(=O)c12,BD-1531,1,52
Cc1ccnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-1532,1,52
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(c3)C(F)(F)F)c(=O)c12,BD-1533,1,52.7
Fc1ccc(cc1)-c1cnc2c(NC=O)cc(cn12)-c1ccc(cc1)C(=O)N1CCOCC1,BD-1534,1,53
FC(F)Oc1ccc(cc1)-c1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)ncc1F,BD-1535,1,53
Fc1ccc(Nc2n[nH]c3cc(ccc23)C(F)(F)F)cc1F,BD-1536,1,53
Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,BD-1537,1,53
C\C(=C/c1nc(Cn2cnc3ncccc3c2=O)no1)c1ccc(Cl)cc1,BD-1538,1,53
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(F)c(Cl)c3)c2c(=O)n(C)c1=O,BD-1539,1,53.57
CCNc1nc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccccc3)c(=O)c2n1C,BD-1540,1,53.9
Cc1nc2n(C)c(=O)n(Cc3ccccn3)c(=O)c2n1CC(=O)Nc1cccc(n1)-c1ccc(F)c(F)c1,BD-1541,1,54
Fc1ccc2cc(oc2c1)S(=O)(=O)N1CCC[C@H]1C(=O)NCc1ccnc(c1)-c1ccc(cc1)C(F)(F)F,BD-1542,1,54
CC[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-1543,1,54
Cc1oc2n(C)c(=O)n(C)c(=O)c2c1CC(=O)\N=c1/scc(-c2ccc(OC(F)(F)F)c(Cl)c2)n1COC(=O)CN,BD-1544,1,54.29
Cn1cnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3ccc(F)c(Cl)c3)c(=O)c12,BD-1545,1,54.6
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(nc(c1)-c1ccc(nc1)C(F)(F)F)-c1ccc(nc1)C(F)(F)F,BD-1546,1,54.6
O=c1n(Cc2nc(no2)[C@H]2[C@@H]3CC(=C[C@H]23)c2ccccc2)cnc2nc(ccc12)C#N,BD-1547,1,54.6
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(C=O)cc3)c(=O)c12,BD-1548,1,54.9
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CC[C@H]1C(=O)NCc1cc(ncn1)-c1cnc(nc1)C(F)(F)F,BD-1549,1,55
C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ccn1)-c1cnc(cn1)C(F)(F)F,BD-1550,1,55
FC(F)(F)c1cccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1,BD-1551,1,55
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncc1C#N)-c1cnc(nc1)C(F)(F)F,BD-1552,1,55
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cn(nc1C1CC1)-c1ccc(nc1)C(F)(F)F,BD-1553,1,55
FC(F)c1ccc(cn1)-c1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)cc(Cl)n1,BD-1554,1,55
CC(C)N(CC(=O)NCc1cccc(c1)-c1cnc(nc1)N1CCC[C@@H]1C)S(=O)(=O)c1ccc(F)cc1,BD-1555,1,55
C\C(=C/c1noc(Cn2cnc3ncn(C)c3c2=O)n1)c1ccc(Cl)cc1,BD-1556,1,55
Cn1c2cccc(CC(=O)Nc3ccn(n3)-c3ccc(Cl)cc3)c2c(=O)n(C)c1=O,BD-1557,1,55.02
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(C#N)c(F)c3)c(=O)c12,BD-1558,1,55.3
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(F)c3)c(=O)c12,BD-1559,1,55.8
C[C@H](NS(=O)(=O)c1cc2ccccc2o1)C(=O)NCc1ccnc(c1)-c1ccc(cc1)C(F)(F)F,BD-1560,1,56
FC1=CCC2=[C](C=C(O2)S(=O)(=O)N2CCC[C@H]2C(=O)NCc2cccc(OCc3cccc(OCCN4CCOCC4)c3)c2)=C1,BD-1561,1,56
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(N2CCC(CC2)C(F)(F)F)c(F)cn1,BD-1562,1,56
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc5OCOc5c4)no3)c(=O)c12)C(N)=O,BD-1563,1,56
CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3s2)cn(-c2ccc(cc2)C(F)(F)F)c1=O,BD-1564,1,56
Clc1ccc(CCNC(=O)Cn2cnc3c(cccc3c2=O)C#N)cc1,BD-1565,1,56
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc5OCOc5c4)no3)c(=O)c12)C(N)=O,BD-1566,1,56
CC(=O)Cn1c(=O)n(C)c2ncn(CC(=O)Nc3cncc(n3)-c3cnc(c(C)c3)C(F)(F)F)c2c1=O,BD-1567,1,56
CCc1ccc(cc1)-c1csc(NC(=O)Cc2cccc3n(C)c(=O)n(C)c(=O)c23)n1,BD-1568,1,56.02
Cn1c2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(Cl)c3)c2c(=O)n(C)c1=O,BD-1569,1,56.5
Fc1ccc(cc1)S(=O)(=O)C1CCC1C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-1570,1,56.7
Nc1nn2ncc(Cl)c2c(=O)n1Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(F)cc1,BD-1571,1,56.9
Cn1cnc2ncn(Cc3nn([C@H]4C[C@@H](C4)Oc4ccccc4)c(=O)o3)c(=O)c12,BD-1572,1,56.9
Cn1cnc2nc(N)n(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c(=O)c12,BD-1573,1,56.9
Cn1c2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c2c(=O)n(C)c1=O,BD-1574,1,57
NC1=NC=CC2C1N=CN(Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1)C2=O,BD-1575,1,57
Cc1ccnc2ncn(Cc3nn([C@H]4C[C@](F)(C4)c4ccc(cc4)C(F)(F)F)c(=O)o3)c(=O)c12,BD-1576,1,57.3
Cn1cnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3ccc4ccccc4c3)c(=O)c12,BD-1577,1,57.3
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@](O)(C3)c3cccc(Cl)c3)c(=O)c12,BD-1578,1,57.8
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(cc3F)C#N)c(=O)c12,BD-1579,1,57.9
CC(C)N(CC(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-1580,1,58
OC(Cc1noc(Cn2cnc3ncccc3c2=O)n1)c1ccc(Cl)cc1,BD-1581,1,58
Fc1cccc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3nc(Cl)ccc3c2=O)n1,BD-1582,1,58.3
Cc1nn(C)c2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12,BD-1583,1,58.5
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3cccc(Cl)c3F)c2c(=O)n(C)c1=O,BD-1584,1,58.55
Cn1c(N)nc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-1585,1,58.7
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccc4ccncc4c3)c(=O)c12,BD-1586,1,58.7
F[C@@]1(C[C@@H](C1)c1noc(Cn2cnc3ncccc3c2=O)n1)c1cccc(Cl)c1,BD-1587,1,58.7
Fc1cc(ccn1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2ncc3ncccc3c2=O)n1,BD-1588,1,58.7
Cn1c2cccc(CC(=O)Nc3ccn(n3)-c3cccc(c3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-1589,1,58.94
C[C@]1(CCN1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-1590,1,59
FC(F)C12CCC(CC1)(CC2)c1cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)ncn1,BD-1591,1,59
C[C@]1(CCN1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-1592,1,59
F[C@@]1(C[C@@H](C1)c1noc(Cn2ncc3ncccc3c2=O)n1)c1ccc(Cl)cc1,BD-1593,1,59
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccccc3F)c(=O)c12,BD-1594,1,59
C[C@@H](C(=O)Nc1cncc(n1)-c1ccc(nc1)C(F)(F)F)n1cnc2n(C)c(=O)n(Cc3ccccn3)c(=O)c12,BD-1595,1,59
CN(C)c1nc(C)c2n1ncn(Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1)c2=O,BD-1596,1,59
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c2c1=O,BD-1597,1,59.5
Cn1cnc2ncn(Cc3nn([C@H]4C[C@@H](C4)c4ccc(cc4)C#N)c(=O)o3)c(=O)c12,BD-1598,1,59.7
OCCNC(=O)c1ccc(cc1)-c1cn2c(cnc2cn1)-c1ccc(Cc2ccccc2)cc1,BD-1599,1,60
FC(F)(F)Oc1cccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1,BD-1600,1,60
FC(F)(F)Oc1ccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cc1,BD-1601,1,60
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cn(nc1C#N)-c1ccc(cc1)C(F)(F)F,BD-1602,1,60
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCC[C@H]1C(=O)NCc1ccc(=O)n(c1)-c1ccc(cc1)C(F)(F)F,BD-1603,1,60
Fc1ccnc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2ncc3ncccc3c2=O)n1,BD-1604,1,60
CC(C)c1ccc(cc1)-c1csc(NC(=O)Cc2cccc3n(C)c(=O)n(C)c(=O)c23)n1,BD-1605,1,60.42
Cn1c2c(ccc1=O)ncn(Cc1nc(no1)[C@@H]1[C@H]3CN(C[C@@H]13)c1cc(Cl)ccn1)c2=O,BD-1606,1,60.6
Cn1cnc2ncn(Cc3nn(C[C@@H]4CCc5cc(Cl)ccc45)c(=O)o3)c(=O)c12,BD-1607,1,61
FC(F)(F)c1ccccc1-c1cc2cn[nH]c2cc1C1CC1,BD-1608,1,61
Cc1ncn2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12,BD-1609,1,61.1
CN(C)C(=O)c1cccc(c1)-c1cnc2sc(NCc3ccc4OCOc4c3)nn12,BD-1610,1,62
CNc1nc(ccc1-c1cc(CNC(=O)C2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)ccn1)C(F)(F)F,BD-1611,1,62
FC(F)c1cnc(cn1)-c1cc(F)cc(CNC(=O)[C@@H]2C[C@@H](F)CN2S(=O)(=O)c2ccc(F)cc2)c1,BD-1612,1,62
Cc1cc(Cn2c(=O)n(C)c3ncn(CC(=O)Nc4cccc(n4)N4CC5CC5C4)c3c2=O)no1,BD-1613,1,62
Cc1nc2nc(C)n(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c2n1C,BD-1614,1,62
CC(=O)Cn1c(=O)n(C)c2nc(C)n(CC(=O)Nc3cccc(n3)-c3cnc(cn3)C(F)(F)F)c2c1=O,BD-1615,1,62
COc1nn(cc1CNC(=O)C1(C)CCCC1S(=O)(=O)c1ccc(F)cc1)-c1ccc(nc1)C(F)(F)F,BD-1616,1,62.2
C\C(=C/c1noc(Cn2cnc3ncn(C)c3c2=O)n1)c1ccc(Cl)cc1,BD-1617,1,63
Cc1cc(cc(C)c1F)S(=O)(=O)N1[C@H](CO)CC[C@@H]1c1ccc(F)cc1,BD-1618,1,63
OC1(CCN(CC1)C(CNC(=O)C1(CCCC1)c1ccc(Cl)cc1)Cc1ccc(cc1)C#N)C(F)(F)F,BD-1619,1,63
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3cc(F)cc(F)c3)c(=O)c12,BD-1620,1,63.5
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc4ncsc4c3)c(=O)c12,BD-1621,1,63.8
