SMILES,Title,Actividad,IC50
Fc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2ccn3c(cccc3=O)c2=O)n1,BD-695,1,12
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccc(Cl)cc3)c(=O)c12,BD-696,1,12
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccc4[nH]ncc4c3)c(=O)c12,BD-697,1,12
NC(=O)c1csc2ncn(Cc3nnn(C[C@H](O)c4ccc5oc(F)cc5c4)n3)c(=O)c12,BD-698,1,12
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CC[C@H]1C(=O)NCc1cc(ncn1)-c1ccc(cn1)C(F)(F)F,BD-699,1,12
CC(C)N(CC(=O)NCc1cc(ncn1)-c1ccc(cc1O)C(F)(F)F)S(=O)(=O)c1cc2cc(F)ccc2o1,BD-700,1,12
Cc1oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c2c1C(N)=O,BD-701,1,12
Cc1c(sc2ncn(Cc3nnn(C[C@H](O)c4ccc(Br)cc4)n3)c(=O)c12)C(N)=O,BD-702,1,12
Cc1c(sc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c12)C(N)=O,BD-703,1,12
Cc1c(sc2ncn(Cc3nnn(C[C@H](O)c4ccc(Cl)s4)n3)c(=O)c12)C(N)=O,BD-704,1,12
CC(C)(C)OC(=O)c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cc(c1)-c1ccc(cc1)C(F)(F)F,BD-705,1,12
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CC(F)(F)C[C@H]1C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-706,1,12
Fc1ccc2oc(cc2c1)S(=O)(=O)N1Cc2ccccc2[C@H]1C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-707,1,12
FC(F)(F)c1ccc(nc1)-c1ccnc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3c(Cl)nccc3o2)c1,BD-708,1,12
FC(F)(F)c1ccc(nc1)-c1ccnc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)c1,BD-709,1,12
C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-710,1,12
FC(F)(F)c1ccc(nc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)ncn1,BD-711,1,12
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCCC1C(=O)NCc1ccc(OC(F)(F)F)c(F)c1,BD-712,1,12
Fc1cc(ccc1C#N)-c1cc(CNC(=O)C2CCCN2S(=O)(=O)c2cc3ccccc3o2)ccn1,BD-713,1,12
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)cc(c1)-c1cnc(s1)C(F)(F)F,BD-714,1,12
O=C(NCc1cccc(OCc2cccs2)c1)[C@@H]1CCCN1S(=O)(=O)c1cc2ccccc2o1,BD-715,1,12
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCCC1C(=O)NCc1cccc(OCc2ccnc(c2)N2CCOCC2)c1,BD-716,1,12
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)cc(c1)-c1ccc(cn1)C(F)(F)F,BD-717,1,12
Cc1ccnc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-718,1,12
Cn1c2c(ccc1=O)ncn(Cc1nc(no1)[C@H]1[C@@H]3CC(=C[C@H]13)c1ccccc1)c2=O,BD-719,1,12
Fc1ccc(cc1)S(=O)(=O)N1C2CC(C2)[C@H]1C(=O)NCc1cc(cnc1C(F)(F)F)-c1cnc(nc1)C(F)(F)F,BD-720,1,12.1
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3cccc(Cl)c3)c(=O)c12,BD-721,1,12.2
Cn1c2cnn(CC(=O)Nc3nc(cs3)-c3cc(Cl)c(OCC(C)(C)C)c(Cl)c3)c2c(=O)n(C)c1=O,BD-722,1,12.26
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3cccc(F)c3F)c(=O)c12,BD-723,1,12.3
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccc3F)c(=O)c12,BD-724,1,12.5
Cc1ccnc2ncn(Cc3nn([C@H]4C[C@@H](C4)c4ccc5ncccc5c4)c(=O)o3)c(=O)c12,BD-725,1,12.5
Cc1oc2n(C)c(=O)n(C)c(=O)c2c1CC(=O)Nc1nc(cs1)-c1ccc(OC(F)(F)F)c(F)c1,BD-726,1,12.57
Clc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2cnc3[nH]c(=O)ccc3c2=O)n1,BD-727,1,12.7
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccccc3F)c(=O)c12,BD-728,1,12.7
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccc(F)c(F)c3)c(=O)c12,BD-729,1,12.7
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cccc(F)c3F)c(=O)c12,BD-730,1,12.8
Cc1c(oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c12)C(N)=O,BD-731,1,13
NC(=O)c1csc2ncn(Cc3nnn(C[C@H](O)c4cc5ccccc5s4)n3)c(=O)c12,BD-732,1,13
CC(C)=CCC\C(C)=C/COC(=O)Cc1ccc(Cl)cc1,BD-733,1,13
COCCCOc1cccc(c1)[C@H]1NC(=S)N=C2C1C(=O)c1ccccc21,BD-734,1,13
CC(C)N(CC(=O)NCc1cc(ncn1)C1=CCC(CC1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-735,1,13
C[C@@H](C(=O)Nc1cncc(n1)-c1cnc(c(C)c1)C(F)(F)F)n1cnc2n(C)c(=O)n(Cc3ccon3)c(=O)c12,BD-736,1,13
C[C@H]1[C@H](F)C[C@H](N1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(c(Cl)cn1)-c1cnc(nc1)C(F)(F)F,BD-737,1,13
COCC(=O)Cn1c(=O)n(C)c2ncn(CC(=O)Nc3csc(n3)-c3cnc(c(C)c3)C(F)(F)F)c2c1=O,BD-738,1,13
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CC[C@H]1C(=O)NCc1ccnc(c1)-c1cnc(nc1)C(F)(F)F,BD-739,1,13
Cc1c(oc2ncn(Cc3nnn(C[C@H](O)c4cc5cc(Cl)ccc5o4)n3)c(=O)c12)C(N)=O,BD-740,1,13
CC(C)N(CC(=O)NCc1cc(ncn1)-c1ccc(cc1)C(F)(F)F)S(=O)(=O)c1cc2cnccc2o1,BD-741,1,13
CN(C)c1nc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3cnccc3o2)cc(n1)-c1ccc(cc1)C(F)(F)F,BD-742,1,13
CN(C)c1nc(CNC(=O)[C@@H]2CCN2S(=O)(=O)c2cc3cc(F)ccc3o2)cc(n1)-c1ccc(nc1)C(F)(F)F,BD-743,1,13
FC(F)(F)c1ccc(nc1)-c1ccnc(CNC(=O)[C@@H]2CCN2S(=O)(=O)c2cc3ccccc3o2)c1,BD-744,1,13
Oc1cc(F)ccc1-c1cc(CNC(=O)C2CCCN2S(=O)(=O)c2cc3cc(F)ccc3o2)ccn1,BD-745,1,13
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCCC1C(=O)NCc1cc(ccn1)-c1ccc(cc1)C#N,BD-746,1,13
CN(C(=O)OC(C)(C)C)c1ccc(cn1)-c1ccc(F)c(CNC(=O)C2CCCN2S(=O)(=O)c2cc3ccccc3o2)c1,BD-747,1,13
Clc1ccc(cc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)ccn1,BD-748,1,13
Oc1ccc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cc1-c1cnc(cn1)C(F)(F)F,BD-749,1,13
FC(F)(F)c1ccc(cn1)-c1cc(Cl)cc(c1)C1(CC1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc2ccccc2o1,BD-750,1,13
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CC(F)(F)CC1C(=O)NCc1ccnc(c1)-c1ccc(cc1)C(F)(F)F,BD-751,1,13
C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1ccnc(c1)-c1ccc(cc1)C(F)(F)F,BD-752,1,13
F[C@H]1CCN([C@@H]1C(=O)NCc1cc(ncc1C#N)-c1ccc(nc1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-753,1,13
F[C@H]1CCN([C@@H]1C(=O)NCc1cc(c(F)cn1)-c1ccc(nc1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-754,1,13
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12)C(N)=O,BD-755,1,13
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ccc1F)-c1cnc(cn1)C(F)(F)F,BD-756,1,13
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12)C(N)=O,BD-757,1,13
Cc1cncc2ncn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-758,1,13
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3cc(F)cc(F)c3)c(=O)c12,BD-759,1,13
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(cc3)C#N)c(=O)c12,BD-760,1,13
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@](F)(C3)c3ccc(F)cc3)c(=O)c12,BD-761,1,13
Clc1cccc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3ncccc3c2=O)n1,BD-762,1,13
Cn1cnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)Oc3ccc(Cl)cc3)c(=O)c12,BD-763,1,13
Cn1cnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)C(F)(F)c3cccc(Cl)c3)c(=O)c12,BD-764,1,13
Cc1nc2ncn(C)c2c(=O)n1Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(F)cc1,BD-765,1,13
CN1C=NC2N=CN(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3cc(F)c(Cl)c(F)c3)C(=O)C12,BD-766,1,13
Cc1nc(Cl)n2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-767,1,13
Nc1nc2ncccc2c(=O)n1Cc1nc(no1)[C@@H]1CO[C@H](C1)c1cccc(F)c1,BD-768,1,13
Fc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2ncc3ncccc3c2=O)n1,BD-769,1,13
C[C@H]1CC[C@H](N1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-770,1,13
F[C@@]1(C[C@@H](C1)c1noc(Cn2cnc3nccc(Cl)c3c2=O)n1)c1ccc(Cl)cc1,BD-771,1,13.1
Cn1c2cccc(CC(=O)Nc3nc(cs3)-c3ccc(c(F)c3)C(F)(F)F)c2c(=O)n(C)c1=O,BD-772,1,13.38
Cc1ccnc2nc(N)n(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c(=O)c12,BD-773,1,13.4
Cc1oc2n(C)c(=O)n(C)c(=O)c2c1CC(=O)Nc1nc(cs1)-c1cccc(c1F)C(F)(F)F,BD-774,1,13.59
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccccc3)c(=O)c12,BD-775,1,13.8
Clc1cccc(c1)N1C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3ncccc3c2=O)n1,BD-776,1,13.8
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccc4oncc4c3)c(=O)c12,BD-777,1,13.9
C[C@H](N(CC=C)S(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-778,1,14
OC1(CCN(CC1)C(CNC(=O)C1(CC1)c1ccc(Cl)cc1)Cc1ccccc1)C(F)(F)F,BD-779,1,14
O[C@@H](Cn1nnc(Cn2cnc3sc4c(CCNC4=O)c3c2=O)n1)c1cc2cc(Cl)ccc2o1,BD-780,1,14
Cc1ccc(cc1)[C@@H](O)Cn1nnc(Cn2cnc3sc4c(CCNC4=O)c3c2=O)n1,BD-781,1,14
FC(F)(F)c1ccc(CCc2cccc(CNC(=O)[C@@H]3CCCN3S(=O)(=O)c3cc4ccccc4o3)c2)cc1,BD-782,1,14
FC(F)(F)c1ccc(cc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)nc(n1)N1CCCC1,BD-783,1,14
CC1(CCCN1S(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-784,1,14
C[C@H](NS(=O)(=O)c1cc2ccccc2o1)C(=O)NCc1cc(ncn1)-c1ccc(OC(F)(F)F)cc1,BD-785,1,14
C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F,BD-786,1,14
C[C@H](NS(=O)(=O)c1cc2cc(F)ccc2o1)C(=O)NCc1ccc(O)c(c1)-c1ccc(cn1)C(F)(F)F,BD-787,1,14
O=C(NCc1cccc(OCc2ccccc2)c1)[C@@H]1CCCN1S(=O)(=O)c1cc2ccccc2o1,BD-788,1,14
C[C@H](NS(=O)(=O)c1cc2ccccc2o1)C(=O)NCc1cc(ncn1)-c1ccc(cc1)C(F)(F)F,BD-789,1,14
O=C(NCc1ccnc(c1)-c1ccc(cc1)C#N)C1CCCN1S(=O)(=O)c1cc2ccccc2o1,BD-790,1,14
Cc1ccc(COc2cccc(CNC(=O)[C@@H]3CCCN3S(=O)(=O)c3cc4cc(F)ccc4o3)c2)cn1,BD-791,1,14
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(Cl)nc(c1)-c1cnc(nc1)C(F)(F)F,BD-792,1,14
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(N2CCC3(CC3(F)F)CC2)c(F)cn1,BD-793,1,14
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(Cl)nc(c1)-c1ccc(nc1)C(F)(F)F,BD-794,1,14
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)cc(c1)-c1cnc(nc1)C(F)(F)F,BD-795,1,14
F[C@H]1CCN([C@@H]1C(=O)NCc1cc(ncn1)-c1ccc(c(F)c1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-796,1,14
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)cc(c1)-c1cnc(cn1)C(F)(F)F,BD-797,1,14
Cn1cnc2ncn(Cc3nn([C@H]4C[C@@H](C4)c4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-798,1,14
F[C@H]1CCN([C@@H]1C(=O)NCc1cc(ccc1C#N)-c1cnc(nc1)C(F)(F)F)S(=O)(=O)c1ccc(F)cc1,BD-799,1,14
COc1nn(cc1CNC(=O)[C@@H]1C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1)-c1cnc(cn1)C(F)(F)F,BD-800,1,14
Cc1nc(Br)n2ncn(Cc3nc(CC(O)c4ccc(Cl)cc4)no3)c(=O)c12,BD-801,1,14
Cn1cnc2c(nn(Cc3nn(CCc4ccc(Cl)cc4)c(=O)o3)c2c1=O)C#N,BD-802,1,14
Cn1cnc2ncn(Cc3nn([C@H]4C[C@@H](C4)c4ccc(Cl)cc4)c(=O)o3)c(=O)c12,BD-803,1,14
O[C@@H](Cn1nnc(Cn2cnc3sc4c(CCNC4=O)c3c2=O)n1)c1ccc(Cl)s1,BD-804,1,14
C[C@@H](C(=O)Nc1ccnc(n1)-c1ccc(nc1)N1CC2CC2C1)n1cnc2n(C)c(=O)n(CC#N)c(=O)c12,BD-805,1,14
C[C@@H](C(N)=O)n1cnc2n(C)c(=O)n(CC(C)=O)c(=O)c12,BD-806,1,14
Cn1c2ncn(CC(=O)Nc3csc(n3)-c3ccc(F)c(F)c3)c2c(=O)n(Cc2ccccn2)c1=O,BD-807,1,14
COCC(=O)Cn1c(=O)n(C)c2ncn(CC(=O)Nc3csc(n3)-c3cnc(C)c(c3)C(F)(F)F)c2c1=O,BD-808,1,14
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccccc3)c(=O)c12,BD-809,1,14
CNc1nc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccccc3)c(=O)c2n1C,BD-810,1,14
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccc4n(C)ncc4c3)c(=O)c12,BD-811,1,14
Cc1cnn2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cn3)c(=O)c12,BD-812,1,14
Cc1nc2nc(N)n(C)c2c(=O)n1Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1,BD-813,1,14
Cn1c2c(ccc1=O)ncn(Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1)c2=O,BD-814,1,14
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3cccc(Cl)c3)c(=O)c12,BD-815,1,14
Cc1noc(Cn2c(=O)n(C)c3ncn(CC(N)=O)c3c2=O)n1,BD-816,1,14
Cc1cncc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3ccc4ccccc4c3)c(=O)c12,BD-817,1,14.5
Cn1c2c(ccc1=O)ncn(Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(Cl)cc1)c2=O,BD-818,1,14.5
Cc1cncc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccccc3)c(=O)c12,BD-819,1,14.6
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3cc(F)c(F)c(F)c3)c(=O)c12,BD-820,1,14.9
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3cc(F)c(F)c(F)c3)c(=O)c12,BD-821,1,14.9
COc1ccc(cc1OC)-c1cnc2ccc(Cc3ccccc3)nn12,BD-822,1,15
Cc1cc2[nH]ncc2cc1-c1ccccc1C(F)(F)F,BD-823,1,15
FC(F)(F)c1ccc(cc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)nc(n1)N1CCOCC1,BD-824,1,15
CC(C)N(CC(=O)NCc1ccc(O)c(c1)-c1ccc(cn1)C(F)(F)F)S(=O)(=O)c1cc2cnccc2o1,BD-825,1,15
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCCC1C(=O)NCc1cccc(OC(F)(F)F)c1,BD-826,1,15
Fc1ccc2oc(cc2c1)S(=O)(=O)N1CCCC1C(=O)NCc1cccc(c1)-c1ccccc1,BD-827,1,15
C[C@H]1[C@H](F)C[C@H](N1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1ccnc(c1)-c1cnc(nc1)C(F)(F)F,BD-828,1,15
Fc1ccc(cc1)S(=O)(=O)N1CC[C@H]1C(=O)NCc1cn(nc1Cl)-c1ccc(cc1)C(F)(F)F,BD-829,1,15
CN(C)c1cc(COc2cccc(CNC(=O)C3CCCN3S(=O)(=O)c3cc4cc(F)ccc4o3)c2)ccn1,BD-830,1,15
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(cc1)C(F)(F)F,BD-831,1,15
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12)C(=O)NCC(F)F,BD-832,1,15
F[C@@H]1C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(cc1)C(F)(F)F,BD-833,1,15
Cc1c(sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c12)C(=O)NCC(F)F,BD-834,1,15
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(Cl)cc3F)c(=O)c12,BD-835,1,15
O=c1n(Cc2nc(no2)[C@@H]2[C@H]3CN(C[C@@H]23)c2ccccc2)cnc2ncccc12,BD-836,1,15
COc1ccc(cc1)C1=C[C@@H]2[C@H](C1)[C@H]2c1noc(Cn2cnc3ncn(C)c3c2=O)n1,BD-837,1,15
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3ccc(C#N)c(F)c3)c(=O)c12,BD-838,1,15
Nc1nc(=O)c2cccnc2n1Cc1nc(no1)[C@@H]1CO[C@H](C1)c1ccc(F)cc1,BD-839,1,15
Fc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2cnc3nccc(Cl)c3c2=O)n1,BD-840,1,15
Cc1ncn2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c12,BD-841,1,15
C[C@@H](C(=O)Nc1cccc(n1)-c1cnc(nc1)C(F)(F)F)n1cnc2n(C)c(=O)n(Cc3nc(C)no3)c(=O)c12,BD-842,1,15
Cc1c(sc2ncn(Cc3nnn(C[C@H](O)c4cc5ccc(Cl)cc5o4)n3)c(=O)c12)C(N)=O,BD-843,1,15
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@](F)(C3)c3cccc(Cl)c3)c(=O)c12,BD-844,1,15.1
Cc1cnn2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(Cl)ccn3)c(=O)c12,BD-845,1,15.1
Cc1ccnc2ncn(Cc3nc(no3)[C@H]3C[C@@H](C3)c3ccc(F)cc3)c(=O)c12,BD-846,1,15.1
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CN(C[C@@H]34)c3cc(F)ccc3F)c(=O)c12,BD-847,1,15.1
Nc1nc2ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(Cl)cc3)c(=O)c2s1,BD-848,1,15.1
Cn1c2c(ccc1=O)ncn(Cc1nn([C@H]3C[C@@H](C3)c3ccc(Cl)cc3)c(=O)o1)c2=O,BD-849,1,15.2
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccc(Cl)cc3)c(=O)c12,BD-850,1,15.2
Cn1cnc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccccc3F)c(=O)c12,BD-851,1,15.4
Clc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2ccc3nc(=O)ccn3c2=O)n1,BD-852,1,15.4
Cc1ncn2nc(N)n(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c(=O)c12,BD-853,1,15.5
Nc1ccc2c(ncn(Cc3nc(no3)[C@@H]3CO[C@H](C3)c3ccc(F)cc3)c2=O)n1,BD-854,1,15.6
Cn1nc(cc1-c1ccc(F)c(CNC(=O)[C@@H]2C3CC(C3)N2S(=O)(=O)c2ccc(F)cc2)c1)C(F)(F)F,BD-855,1,15.7
Cn1cnc2ncn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccc4ncsc4c3)c(=O)c12,BD-856,1,15.8
Cn1c(Cl)nc2ncn(Cc3nc(no3)[C@H]3[C@@H]4CC(=C[C@H]34)c3ccccc3)c(=O)c12,BD-857,1,15.8
Cn1nc2n(C)c(=O)n(C)c(=O)c2c1CC(=O)Nc1nc(cs1)-c1ccc(c(F)c1)C(F)(F)F,BD-858,1,15.92
FC(F)(F)c1ccc(cn1)-c1cc(CNC(=O)[C@@H]2CCN2S(=O)(=O)c2cc3ccccc3o2)ncn1,BD-859,1,16
CN1CCc2c(sc3ncn(Cc4nnn(C[C@H](O)c5ccc(Cl)cc5)n4)c(=O)c23)C1=O,BD-860,1,16
Cc1ccnc2ncn(Cc3nc(CCc4ccc(Cl)cc4)no3)c(=O)c12,BD-861,1,16
C[C@@H](C(=O)Nc1csc(n1)-c1cnc(nc1)C(F)(F)F)n1cnc2n(C)c(=O)n(CC(C)=O)c(=O)c12,BD-862,1,16
CC(=O)Cn1c(=O)n(C)c2ncn(CC(=O)Nc3csc(n3)-c3cnc(c(C)c3)C(F)(F)F)c2c1=O,BD-863,1,16
C[C@@H](C(=O)Nc1cccc(n1)-c1cnc(C)c(c1)C(F)(F)F)n1cnc2n(C)c(=O)n(Cc3noc(C)n3)c(=O)c12,BD-864,1,16
Cc1noc(Cn2c(=O)n(C)c3ncn(CC(N)=O)c3c2=O)n1,BD-865,1,16
Fc1ccc(cc1)S(=O)(=O)N1C2CC(C2)[C@H]1C(=O)NCc1cc(ncc1C#N)-c1cnc(nc1)C(F)(F)F,BD-866,1,16
CC(C)n1c(=O)c(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)cn(-c2ccc(cc2)C(F)(F)F)c1=O,BD-867,1,16
Clc1ccc(cc1)[C@H]1C[C@@H](CO1)c1noc(Cn2cnc3[nH]c(=O)ccc3c2=O)n1,BD-868,1,16
COc1ccc(cc1)C1=C[C@H]2[C@@H](C1)[C@@H]2c1noc(Cn2cnc3ncn(C)c3c2=O)n1,BD-869,1,16
Cn1cnc2nnn(Cc3nc(no3)[C@@H]3[C@H]4CC(=C[C@@H]34)c3ccccc3)c(=O)c12,BD-870,1,16
NC(=O)c1sc2ncn(Cc3nc(C[C@H](O)c4ccc(Cl)cc4)no3)c(=O)c2c1Cl,BD-871,1,16
C[C@@]1(F)C[C@H](N(C1)S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(F)cc(c1)-c1cnc(nc1)C(F)(F)F,BD-872,1,16
C[C@]1(C[C@@H](F)CN1S(=O)(=O)c1ccc(F)cc1)C(=O)NCc1cc(ncn1)-c1ccc(nc1)C(F)(F)F,BD-873,1,16
FC(F)(F)c1ccc(cc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)nc(n1)N1CCC1,BD-874,1,16
FC(F)c1ccc(cc1)-c1cc(CNC(=O)[C@@H]2CCCN2S(=O)(=O)c2cc3ccccc3o2)ccn1,BD-875,1,16
CC(C)N(CC(=O)NCc1cc(ccn1)-c1ccc(cn1)C(F)(F)F)S(=O)(=O)c1cc2cc(F)ccc2o1,BD-876,1,16
